No,Filename,Path,True Class,Predicted Class,Result,Confidence,Confidence (%),Fresh Probability,Fresh Probability (%),Rotten Probability,Rotten Probability (%)
139,b_f275.png,test\Fresh\b_f275.png,fresh,fresh,Correct,0.9999998808,99.999988,0.9999998808,99.999988,0.0000001503,0.000015
140,saltandpepper_Screen Shot 2018-06-08 at 5.06.19 PM.png,test\Fresh\saltandpepper_Screen Shot 2018-06-08 at 5.06.19 PM.png,fresh,fresh,Correct,0.9994125366,99.941254,0.9994125366,99.941254,0.0005875324,0.058753
141,freshStrawberry (97).jpg,test\Fresh\freshStrawberry (97).jpg,fresh,fresh,Correct,0.9998890162,99.988902,0.9998890162,99.988902,0.0001109540,0.011095
142,tomat_segar (4667).jpg,test\Fresh\tomat_segar (4667).jpg,fresh,fresh,Correct,0.9968826771,99.688268,0.9968826771,99.688268,0.0031173504,0.311735
143,b_f106.png,test\Fresh\b_f106.png,fresh,fresh,Correct,1.0000000000,100.000000,1.0000000000,100.000000,0.0000000002,0.000000
144,b_f171.png,test\Fresh\b_f171.png,fresh,fresh,Correct,1.0000000000,100.000000,1.0000000000,100.000000,0.0000000021,0.000000
145,p_f482.png,test\Fresh\p_f482.png,fresh,fresh,Correct,0.9996973276,99.969733,0.9996973276,99.969733,0.0003027384,0.030274
146,freshCarrot (516).jpg,test\Fresh\freshCarrot (516).jpg,fresh,fresh,Correct,0.9817360044,98.173600,0.9817360044,98.173600,0.0182640739,1.826407
147,freshPepper (550).jpg,test\Fresh\freshPepper (550).jpg,fresh,fresh,Correct,0.9999973774,99.999738,0.9999973774,99.999738,0.0000026691,0.000267
148,rotated_by_45_Screen Shot 2018-06-08 at 5.25.33 PM.png,test\Fresh\rotated_by_45_Screen Shot 2018-06-08 at 5.25.33 PM.png,fresh,fresh,Correct,0.9998633862,99.986339,0.9998633862,99.986339,0.0001365772,0.013658
149,carrot_0004_jpg.rf.3d5291712dea21d481cdf0f760c8bfb3.jpg,test\Fresh\carrot_0004_jpg.rf.3d5291712dea21d481cdf0f760c8bfb3.jpg,fresh,fresh,Correct,0.9349065423,93.490654,0.9349065423,93.490654,0.0650934651,6.509347
150,IMG_20220604_093039.jpg,test\Fresh\IMG_20220604_093039.jpg,fresh,fresh,Correct,0.9997097850,99.970978,0.9997097850,99.970978,0.0002902117,0.029021
151,IMG_20231115_185331_jpg.rf.96e8bf3dc84b811757b868485b8aab6a.jpg,test\Rotten\IMG_20231115_185331_jpg.rf.96e8bf3dc84b811757b868485b8aab6a.jpg,rotten,rotten,Correct,1.0000000000,100.000000,0.0000000082,0.000001,1.0000000000,100.000000
152,rottenPepper (490).jpg,test\Rotten\rottenPepper (490).jpg,rotten,rotten,Correct,0.9993757606,99.937576,0.0006242752,0.062428,0.9993757606,99.937576
153,b_r228.png,test\Rotten\b_r228.png,rotten,rotten,Correct,0.9999984503,99.999845,0.0000015987,0.000160,0.9999984503,99.999845
154,(148)_1.jpg,test\Rotten\(148)_1.jpg,rotten,rotten,Correct,0.9989419580,99.894196,0.0010580159,0.105802,0.9989419580,99.894196
155,rotated_by_30_Screen Shot 2018-06-12 at 11.40.11 PM.png,test\Rotten\rotated_by_30_Screen Shot 2018-06-12 at 11.40.11 PM.png,rotten,rotten,Correct,1.0000000000,100.000000,0.0000000051,0.000001,1.0000000000,100.000000
156,rotated_by_75_Screen Shot 2018-06-12 at 9.11.35 PM.png,test\Rotten\rotated_by_75_Screen Shot 2018-06-12 at 9.11.35 PM.png,rotten,rotten,Correct,1.0000000000,100.000000,0.0000000000,0.000000,1.0000000000,100.000000
157,WhatsApp Image 2020-11-07 at 11.35.36 PM(1).jpg_0_121.jpg,test\Rotten\WhatsApp Image 2020-11-07 at 11.35.36 PM(1).jpg_0_121.jpg,rotten,rotten,Correct,0.9990373850,99.903738,0.0009626041,0.096260,0.9990373850,99.903738
158,WhatsApp Image 2020-11-07 at 11.30.47 PM (1).jpg_0_577.jpg,test\Rotten\WhatsApp Image 2020-11-07 at 11.30.47 PM (1).jpg_0_577.jpg,rotten,rotten,Correct,0.9985973239,99.859732,0.0014026667,0.140267,0.9985973239,99.859732
159,(144).jpg,test\Rotten\(144).jpg,rotten,rotten,Correct,0.9999251366,99.992514,0.0000748223,0.007482,0.9999251366,99.992514
160,WhatsApp Image 2020-11-07 at 11.35.37 PM.jpeg_0_5319.jpg,test\Rotten\WhatsApp Image 2020-11-07 at 11.35.37 PM.jpeg_0_5319.jpg,rotten,rotten,Correct,0.9999383688,99.993837,0.0000616120,0.006161,0.9999383688,99.993837
161,rottenTomato (337).jpg,test\Rotten\rottenTomato (337).jpg,rotten,rotten,Correct,0.9990565181,99.905652,0.0009434282,0.094343,0.9990565181,99.905652
162,saltandpepper_Screen Shot 2018-06-12 at 11.46.10 PM.png,test\Rotten\saltandpepper_Screen Shot 2018-06-12 at 11.46.10 PM.png,rotten,fresh,Incorrect,0.6079455614,60.794556,0.6079455614,60.794556,0.3920544088,39.205441
163,translation_Screen Shot 2018-06-12 at 11.25.25 PM.png,test\Rotten\translation_Screen Shot 2018-06-12 at 11.25.25 PM.png,rotten,rotten,Correct,0.9992474318,99.924743,0.0007525944,0.075259,0.9992474318,99.924743
164,(9).jpg,test\Rotten\(9).jpg,rotten,rotten,Correct,0.9892806411,98.928064,0.0107193245,1.071932,0.9892806411,98.928064
165,rottenMango (420).jpg,test\Rotten\rottenMango (420).jpg,rotten,rotten,Correct,0.9999748468,99.997485,0.0000251167,0.002512,0.9999748468,99.997485
166,o_r209.png,test\Rotten\o_r209.png,rotten,rotten,Correct,0.9997090697,99.970907,0.0002909079,0.029091,0.9997090697,99.970907
167,rotated_by_60_Screen Shot 2018-06-07 at 2.51.01 PM.png,test\Rotten\rotated_by_60_Screen Shot 2018-06-07 at 2.51.01 PM.png,rotten,rotten,Correct,0.9999949932,99.999499,0.0000050143,0.000501,0.9999949932,99.999499
168,rottenTomato (378).jpg,test\Rotten\rottenTomato (378).jpg,rotten,rotten,Correct,0.9999973774,99.999738,0.0000026692,0.000267,0.9999973774,99.999738
169,rottenOrange (480).jpg,test\Rotten\rottenOrange (480).jpg,rotten,fresh,Incorrect,0.7442814112,74.428141,0.7442814112,74.428141,0.2557186484,25.571865
170,rotated_by_60_Screen Shot 2018-06-12 at 9.07.19 PM.png,test\Rotten\rotated_by_60_Screen Shot 2018-06-12 at 9.07.19 PM.png,rotten,rotten,Correct,0.9999998808,99.999988,0.0000001590,0.000016,0.9999998808,99.999988
171,p_r545.png,test\Rotten\p_r545.png,rotten,rotten,Correct,0.9864185452,98.641855,0.0135814790,1.358148,0.9864185452,98.641855
172,IMG_20200824_182221.jpg_0_4951.jpg,test\Rotten\IMG_20200824_182221.jpg_0_4951.jpg,rotten,rotten,Correct,0.9371160865,93.711609,0.0628839359,6.288394,0.9371160865,93.711609
173,rottenPotato (216).jpg,test\Rotten\rottenPotato (216).jpg,rotten,rotten,Correct,0.9348766804,93.487668,0.0651233047,6.512330,0.9348766804,93.487668
174,Screen Shot 2018-06-12 at 11.42.10 PM.png,test\Rotten\Screen Shot 2018-06-12 at 11.42.10 PM.png,rotten,rotten,Correct,0.9995772243,99.957722,0.0004227927,0.042279,0.9995772243,99.957722
175,vertical_flip_Screen Shot 2018-06-12 at 11.19.16 PM.png,test\Rotten\vertical_flip_Screen Shot 2018-06-12 at 11.19.16 PM.png,rotten,rotten,Correct,0.9893488884,98.934889,0.0106511200,1.065112,0.9893488884,98.934889
176,rotated_by_45_Screen Shot 2018-06-12 at 11.22.05 PM.png,test\Rotten\rotated_by_45_Screen Shot 2018-06-12 at 11.22.05 PM.png,rotten,rotten,Correct,1.0000000000,100.000000,0.0000000005,0.000000,1.0000000000,100.000000
177,Screen Shot 2018-06-08 at 2.35.03 PM.png,test\Rotten\Screen Shot 2018-06-08 at 2.35.03 PM.png,rotten,rotten,Correct,0.9851922989,98.519230,0.0148076788,1.480768,0.9851922989,98.519230
178,t_r068.png,test\Rotten\t_r068.png,rotten,rotten,Correct,0.9999504089,99.995041,0.0000495993,0.004960,0.9999504089,99.995041
179,vertical_flip_Screen Shot 2018-06-12 at 11.24.17 PM.png,test\Rotten\vertical_flip_Screen Shot 2018-06-12 at 11.24.17 PM.png,rotten,rotten,Correct,0.9999996424,99.999964,0.0000003653,0.000037,0.9999996424,99.999964
180,(136).jpg,test\Rotten\(136).jpg,rotten,rotten,Correct,0.9945846200,99.458462,0.0054154308,0.541543,0.9945846200,99.458462
181,rotated_by_45_Screen Shot 2018-06-12 at 11.40.23 PM.png,test\Rotten\rotated_by_45_Screen Shot 2018-06-12 at 11.40.23 PM.png,rotten,rotten,Correct,1.0000000000,100.000000,0.0000000058,0.000001,1.0000000000,100.000000
182,WhatsApp Image 2020-11-07 at 11.35.37 PM.jpg_0_6695.jpg,test\Rotten\WhatsApp Image 2020-11-07 at 11.35.37 PM.jpg_0_6695.jpg,rotten,rotten,Correct,0.9999860525,99.998605,0.0000139654,0.001397,0.9999860525,99.998605
183,rottenPotato (467).jpg,test\Rotten\rottenPotato (467).jpg,rotten,rotten,Correct,0.9998698235,99.986982,0.0001301543,0.013015,0.9998698235,99.986982
184,d (521).jpg,test\Rotten\d (521).jpg,rotten,rotten,Correct,0.8491725326,84.917253,0.1508274823,15.082748,0.8491725326,84.917253
185,(235).jpg,test\Rotten\(235).jpg,rotten,rotten,Correct,0.9997207522,99.972075,0.0002792309,0.027923,0.9997207522,99.972075
186,IMG_20200824_182241.jpg_0_6690.jpg,test\Rotten\IMG_20200824_182241.jpg_0_6690.jpg,rotten,rotten,Correct,0.9999915361,99.999154,0.0000084330,0.000843,0.9999915361,99.999154
187,rottenStrawberry (383).jpg,test\Rotten\rottenStrawberry (383).jpg,rotten,rotten,Correct,0.9995741248,99.957412,0.0004259307,0.042593,0.9995741248,99.957412
188,rottenBanana (487).jpg,test\Rotten\rottenBanana (487).jpg,rotten,rotten,Correct,0.9999916553,99.999166,0.0000083184,0.000832,0.9999916553,99.999166
189,o_r317.png,test\Rotten\o_r317.png,rotten,rotten,Correct,0.9739070535,97.390705,0.0260929316,2.609293,0.9739070535,97.390705
190,IMG_20231115_185254_jpg.rf.5ffc00728ae4359a5296ee575907bee2.jpg,test\Rotten\IMG_20231115_185254_jpg.rf.5ffc00728ae4359a5296ee575907bee2.jpg,rotten,rotten,Correct,0.9999939203,99.999392,0.0000060739,0.000607,0.9999939203,99.999392
191,rotated_by_60_Screen Shot 2018-06-12 at 9.23.15 PM.png,test\Rotten\rotated_by_60_Screen Shot 2018-06-12 at 9.23.15 PM.png,rotten,rotten,Correct,0.9999909401,99.999094,0.0000090821,0.000908,0.9999909401,99.999094
192,rotated_by_15_Screen Shot 2018-06-12 at 11.32.04 PM.png,test\Rotten\rotated_by_15_Screen Shot 2018-06-12 at 11.32.04 PM.png,rotten,rotten,Correct,0.9999799728,99.997997,0.0000200210,0.002002,0.9999799728,99.997997
193,translation_Screen Shot 2018-06-12 at 8.52.37 PM.png,test\Rotten\translation_Screen Shot 2018-06-12 at 8.52.37 PM.png,rotten,rotten,Correct,1.0000000000,100.000000,0.0000000190,0.000002,1.0000000000,100.000000
194,rotated_by_30_Screen Shot 2018-06-12 at 9.04.41 PM.png,test\Rotten\rotated_by_30_Screen Shot 2018-06-12 at 9.04.41 PM.png,rotten,rotten,Correct,0.9999994040,99.999940,0.0000005889,0.000059,0.9999994040,99.999940
195,rotated_by_45_Screen Shot 2018-06-12 at 8.58.43 PM.png,test\Rotten\rotated_by_45_Screen Shot 2018-06-12 at 8.58.43 PM.png,rotten,rotten,Correct,1.0000000000,100.000000,0.0000000000,0.000000,1.0000000000,100.000000
196,b_r151.png,test\Rotten\b_r151.png,rotten,rotten,Correct,1.0000000000,100.000000,0.0000000000,0.000000,1.0000000000,100.000000
197,t_r634.png,test\Rotten\t_r634.png,rotten,rotten,Correct,0.9979324341,99.793243,0.0020675696,0.206757,0.9979324341,99.793243
198,rotated_by_30_Screen Shot 2018-06-12 at 11.20.30 PM.png,test\Rotten\rotated_by_30_Screen Shot 2018-06-12 at 11.20.30 PM.png,rotten,fresh,Incorrect,0.5019725561,50.197256,0.5019725561,50.197256,0.4980274141,49.802741
199,rottenTomato (35).jpg,test\Rotten\rottenTomato (35).jpg,rotten,rotten,Correct,0.9872889519,98.728895,0.0127111059,1.271111,0.9872889519,98.728895
200,IMG_20231115_185159_1_jpg.rf.8d16189daea7b1bf4276c787c1e00aae.jpg,test\Rotten\IMG_20231115_185159_1_jpg.rf.8d16189daea7b1bf4276c787c1e00aae.jpg,rotten,rotten,Correct,0.9984406829,99.844068,0.0015593413,0.155934,0.9984406829,99.844068
201,IMG_20200825_144551.jpg_0_9938.jpg,test\Rotten\IMG_20200825_144551.jpg_0_9938.jpg,rotten,rotten,Correct,0.9994401336,99.944013,0.0005599044,0.055990,0.9994401336,99.944013
202,t_r782.png,test\Rotten\t_r782.png,rotten,rotten,Correct,0.9999884367,99.998844,0.0000115617,0.001156,0.9999884367,99.998844
203,jeruk_busuk (562).png,test\Rotten\jeruk_busuk (562).png,rotten,rotten,Correct,0.5715128779,57.151288,0.4284870923,42.848709,0.5715128779,57.151288
204,vertical_flip_Screen Shot 2018-06-08 at 2.24.15 PM.png,test\Rotten\vertical_flip_Screen Shot 2018-06-08 at 2.24.15 PM.png,rotten,rotten,Correct,0.9998216033,99.982160,0.0001784559,0.017846,0.9998216033,99.982160
205,rottenPepper (202).jpg,test\Rotten\rottenPepper (202).jpg,rotten,rotten,Correct,0.9999643564,99.996436,0.0000356319,0.003563,0.9999643564,99.996436
206,translation_Screen Shot 2018-06-07 at 2.59.13 PM.png,test\Rotten\translation_Screen Shot 2018-06-07 at 2.59.13 PM.png,rotten,rotten,Correct,0.9999983311,99.999833,0.0000017267,0.000173,0.9999983311,99.999833
207,rottenBanana (22).jpg,test\Rotten\rottenBanana (22).jpg,rotten,rotten,Correct,1.0000000000,100.000000,0.0000000004,0.000000,1.0000000000,100.000000
208,rotated_by_15_Screen Shot 2018-06-08 at 2.37.19 PM.png,test\Rotten\rotated_by_15_Screen Shot 2018-06-08 at 2.37.19 PM.png,rotten,rotten,Correct,0.9996489286,99.964893,0.0003510792,0.035108,0.9996489286,99.964893
209,p_r784.png,test\Rotten\p_r784.png,rotten,rotten,Correct,0.9994600415,99.946004,0.0005400219,0.054002,0.9994600415,99.946004
210,vertical_flip_Screen Shot 2018-06-12 at 11.34.13 PM.png,test\Rotten\vertical_flip_Screen Shot 2018-06-12 at 11.34.13 PM.png,rotten,rotten,Correct,0.9158849716,91.588497,0.0841150284,8.411503,0.9158849716,91.588497
211,jeruk_busuk (258).png,test\Rotten\jeruk_busuk (258).png,rotten,rotten,Correct,0.9994437099,99.944371,0.0005563189,0.055632,0.9994437099,99.944371
212,Copy of IMG_20200802_134636.jpg_0_1876.jpg,test\Rotten\Copy of IMG_20200802_134636.jpg_0_1876.jpg,rotten,rotten,Correct,0.9997480512,99.974805,0.0002518986,0.025190,0.9997480512,99.974805
213,rotated_by_60_Screen Shot 2018-06-08 at 2.45.50 PM.png,test\Rotten\rotated_by_60_Screen Shot 2018-06-08 at 2.45.50 PM.png,rotten,rotten,Correct,0.9936422110,99.364221,0.0063577262,0.635773,0.9936422110,99.364221
214,a_r774.png,test\Rotten\a_r774.png,rotten,rotten,Correct,0.9999843836,99.998438,0.0000156490,0.001565,0.9999843836,99.998438
215,p_r251.png,test\Rotten\p_r251.png,rotten,rotten,Correct,0.9041615129,90.416151,0.0958384722,9.583847,0.9041615129,90.416151
216,rotated_by_30_Screen Shot 2018-06-12 at 9.23.15 PM.png,test\Rotten\rotated_by_30_Screen Shot 2018-06-12 at 9.23.15 PM.png,rotten,rotten,Correct,0.9999166727,99.991667,0.0000833641,0.008336,0.9999166727,99.991667
217,rotated_by_45_Screen Shot 2018-06-08 at 2.47.03 PM.png,test\Rotten\rotated_by_45_Screen Shot 2018-06-08 at 2.47.03 PM.png,rotten,rotten,Correct,0.9999970198,99.999702,0.0000029459,0.000295,0.9999970198,99.999702
218,b_r102.png,test\Rotten\b_r102.png,rotten,rotten,Correct,0.9974712133,99.747121,0.0025288037,0.252880,0.9974712133,99.747121
219,a_r726.png,test\Rotten\a_r726.png,rotten,rotten,Correct,0.9966397285,99.663973,0.0033603034,0.336030,0.9966397285,99.663973
220,vertical_flip_Screen Shot 2018-06-12 at 9.17.27 PM.png,test\Rotten\vertical_flip_Screen Shot 2018-06-12 at 9.17.27 PM.png,rotten,rotten,Correct,0.9999984503,99.999845,0.0000015723,0.000157,0.9999984503,99.999845
221,(429).jpg,test\Rotten\(429).jpg,rotten,rotten,Correct,0.9999440908,99.994409,0.0000558513,0.005585,0.9999440908,99.994409
222,Copy of IMG_20200727_223205.jpg_0_6627.jpg,test\Rotten\Copy of IMG_20200727_223205.jpg_0_6627.jpg,rotten,rotten,Correct,0.9996467829,99.964678,0.0003531777,0.035318,0.9996467829,99.964678
223,rotated_by_60_Screen Shot 2018-06-12 at 11.37.36 PM.png,test\Rotten\rotated_by_60_Screen Shot 2018-06-12 at 11.37.36 PM.png,rotten,rotten,Correct,0.9999085665,99.990857,0.0000913699,0.009137,0.9999085665,99.990857
224,saltandpepper_Screen Shot 2018-06-07 at 2.34.49 PM.png,test\Rotten\saltandpepper_Screen Shot 2018-06-07 at 2.34.49 PM.png,rotten,fresh,Incorrect,0.9893001318,98.930013,0.9893001318,98.930013,0.0106998542,1.069985
225,d (640).jpg,test\Rotten\d (640).jpg,rotten,rotten,Correct,0.9999947548,99.999475,0.0000052034,0.000520,0.9999947548,99.999475
226,b_r424.png,test\Rotten\b_r424.png,rotten,rotten,Correct,1.0000000000,100.000000,0.0000000000,0.000000,1.0000000000,100.000000
227,b_r436.png,test\Rotten\b_r436.png,rotten,rotten,Correct,0.9999370575,99.993706,0.0000629272,0.006293,0.9999370575,99.993706
228,rottenPepper (479).jpg,test\Rotten\rottenPepper (479).jpg,rotten,rotten,Correct,0.9939230084,99.392301,0.0060769403,0.607694,0.9939230084,99.392301
229,rotated_by_75_Screen Shot 2018-06-12 at 8.59.02 PM.png,test\Rotten\rotated_by_75_Screen Shot 2018-06-12 at 8.59.02 PM.png,rotten,rotten,Correct,1.0000000000,100.000000,0.0000000000,0.000000,1.0000000000,100.000000
230,b_r190.png,test\Rotten\b_r190.png,rotten,rotten,Correct,0.9997987151,99.979872,0.0002012446,0.020124,0.9997987151,99.979872
231,rottenStrawberry (526).jpg,test\Rotten\rottenStrawberry (526).jpg,rotten,rotten,Correct,0.9975855350,99.758554,0.0024144480,0.241445,0.9975855350,99.758554
232,t_r788.png,test\Rotten\t_r788.png,rotten,rotten,Correct,0.9993021488,99.930215,0.0006978505,0.069785,0.9993021488,99.930215
233,rottenTomato (22).jpg,test\Rotten\rottenTomato (22).jpg,rotten,rotten,Correct,0.9759710431,97.597104,0.0240288693,2.402887,0.9759710431,97.597104
234,rottenMango (313).jpg,test\Rotten\rottenMango (313).jpg,rotten,rotten,Correct,0.9998453856,99.984539,0.0001546430,0.015464,0.9998453856,99.984539
235,(13)_1.jpg,test\Rotten\(13)_1.jpg,rotten,rotten,Correct,0.9696924686,96.969247,0.0303075574,3.030756,0.9696924686,96.969247
236,White Mold_53.jpg,test\Rotten\White Mold_53.jpg,rotten,rotten,Correct,0.9986714125,99.867141,0.0013285904,0.132859,0.9986714125,99.867141
237,translation_Screen Shot 2018-06-12 at 9.12.06 PM.png,test\Rotten\translation_Screen Shot 2018-06-12 at 9.12.06 PM.png,rotten,rotten,Correct,1.0000000000,100.000000,0.0000000343,0.000003,1.0000000000,100.000000
238,rottenApple (240).jpg,test\Rotten\rottenApple (240).jpg,rotten,rotten,Correct,0.9999926090,99.999261,0.0000074485,0.000745,0.9999926090,99.999261
239,rottenStrawberry (241).jpg,test\Rotten\rottenStrawberry (241).jpg,rotten,rotten,Correct,0.9999889135,99.998891,0.0000110924,0.001109,0.9999889135,99.998891
240,t_r348.png,test\Rotten\t_r348.png,rotten,rotten,Correct,0.9997646213,99.976462,0.0002353998,0.023540,0.9997646213,99.976462
241,rottenMango (169).jpg,test\Rotten\rottenMango (169).jpg,rotten,rotten,Correct,0.9999713898,99.997139,0.0000285704,0.002857,0.9999713898,99.997139
242,rottenMango (499).jpg,test\Rotten\rottenMango (499).jpg,rotten,rotten,Correct,0.9434517622,94.345176,0.0565481819,5.654818,0.9434517622,94.345176
243,(104).jpg,test\Rotten\(104).jpg,rotten,rotten,Correct,0.9999958277,99.999583,0.0000042267,0.000423,0.9999958277,99.999583
244,rotated_by_60_Screen Shot 2018-06-12 at 11.21.29 PM.png,test\Rotten\rotated_by_60_Screen Shot 2018-06-12 at 11.21.29 PM.png,rotten,rotten,Correct,0.9386690259,93.866903,0.0613310076,6.133101,0.9386690259,93.866903
245,rottenMango (181).jpg,test\Rotten\rottenMango (181).jpg,rotten,rotten,Correct,0.9999898672,99.998987,0.0000101665,0.001017,0.9999898672,99.998987
246,WhatsApp Image 2020-11-07 at 11.30.47 PM (1).jpeg_0_6203.jpg,test\Rotten\WhatsApp Image 2020-11-07 at 11.30.47 PM (1).jpeg_0_6203.jpg,rotten,rotten,Correct,0.9999399185,99.993992,0.0000601143,0.006011,0.9999399185,99.993992
247,rottenOrange (87).jpg,test\Rotten\rottenOrange (87).jpg,rotten,rotten,Correct,0.9999983311,99.999833,0.0000016718,0.000167,0.9999983311,99.999833
248,rotated_by_75_Screen Shot 2018-06-07 at 2.56.34 PM.png,test\Rotten\rotated_by_75_Screen Shot 2018-06-07 at 2.56.34 PM.png,rotten,rotten,Correct,1.0000000000,100.000000,0.0000000005,0.000000,1.0000000000,100.000000
249,rottenPepper (465).jpg,test\Rotten\rottenPepper (465).jpg,rotten,rotten,Correct,0.8514989018,85.149890,0.1485010982,14.850110,0.8514989018,85.149890
250,rottenCucumber (6).jpg,test\Rotten\rottenCucumber (6).jpg,rotten,rotten,Correct,0.9999960661,99.999607,0.0000038896,0.000389,0.9999960661,99.999607
251,rotated_by_45_Screen Shot 2018-06-08 at 2.39.51 PM.png,test\Rotten\rotated_by_45_Screen Shot 2018-06-08 at 2.39.51 PM.png,rotten,rotten,Correct,0.9986763597,99.867636,0.0013236181,0.132362,0.9986763597,99.867636
252,d (343).jpg,test\Rotten\d (343).jpg,rotten,rotten,Correct,0.8179094195,81.790942,0.1820906103,18.209061,0.8179094195,81.790942
253,rottenTomato (258).jpg,test\Rotten\rottenTomato (258).jpg,rotten,rotten,Correct,0.9994903803,99.949038,0.0005096385,0.050964,0.9994903803,99.949038
254,translation_Screen Shot 2018-06-12 at 9.03.51 PM.png,test\Rotten\translation_Screen Shot 2018-06-12 at 9.03.51 PM.png,rotten,rotten,Correct,0.9999997616,99.999976,0.0000001948,0.000019,0.9999997616,99.999976
255,rottenOrange (198).jpg,test\Rotten\rottenOrange (198).jpg,rotten,rotten,Correct,1.0000000000,100.000000,0.0000000019,0.000000,1.0000000000,100.000000
256,rottenCucumber (197).jpg,test\Rotten\rottenCucumber (197).jpg,rotten,rotten,Correct,0.9961472750,99.614727,0.0038526705,0.385267,0.9961472750,99.614727
257,p_r465.png,test\Rotten\p_r465.png,rotten,rotten,Correct,0.6504414678,65.044147,0.3495585024,34.955850,0.6504414678,65.044147
258,Screen Shot 2018-06-07 at 2.36.21 PM.png,test\Rotten\Screen Shot 2018-06-07 at 2.36.21 PM.png,rotten,rotten,Correct,0.9999849796,99.998498,0.0000150602,0.001506,0.9999849796,99.998498
259,p_r790.png,test\Rotten\p_r790.png,rotten,rotten,Correct,0.5164132714,51.641327,0.4835867286,48.358673,0.5164132714,51.641327
260,rotated_by_60_Screen Shot 2018-06-12 at 11.29.14 PM.png,test\Rotten\rotated_by_60_Screen Shot 2018-06-12 at 11.29.14 PM.png,rotten,rotten,Correct,0.9999998808,99.999988,0.0000001017,0.000010,0.9999998808,99.999988
261,tomat_busuk (1015).jpg,test\Rotten\tomat_busuk (1015).jpg,rotten,rotten,Correct,0.9999810457,99.998105,0.0000188961,0.001890,0.9999810457,99.998105
262,vertical_flip_Screen Shot 2018-06-08 at 2.40.13 PM.png,test\Rotten\vertical_flip_Screen Shot 2018-06-08 at 2.40.13 PM.png,rotten,rotten,Correct,0.9999967813,99.999678,0.0000032556,0.000326,0.9999967813,99.999678
263,vertical_flip_Screen Shot 2018-06-12 at 9.01.21 PM.png,test\Rotten\vertical_flip_Screen Shot 2018-06-12 at 9.01.21 PM.png,rotten,rotten,Correct,0.9999994040,99.999940,0.0000005773,0.000058,0.9999994040,99.999940
264,o_r319.png,test\Rotten\o_r319.png,rotten,rotten,Correct,0.9957165122,99.571651,0.0042834748,0.428347,0.9957165122,99.571651
265,jeruk_busuk (64).png,test\Rotten\jeruk_busuk (64).png,rotten,rotten,Correct,0.8859045506,88.590455,0.1140954122,11.409541,0.8859045506,88.590455
266,rotated_by_60_Screen Shot 2018-06-12 at 11.18.46 PM.png,test\Rotten\rotated_by_60_Screen Shot 2018-06-12 at 11.18.46 PM.png,rotten,rotten,Correct,0.9998399019,99.983990,0.0001600436,0.016004,0.9998399019,99.983990
267,IMG_20231115_185218_jpg.rf.72f0ba0ab716cd331d8304da10836439.jpg,test\Rotten\IMG_20231115_185218_jpg.rf.72f0ba0ab716cd331d8304da10836439.jpg,rotten,rotten,Correct,0.9999984503,99.999845,0.0000014979,0.000150,0.9999984503,99.999845
268,IMG_20231116_114132_1_jpg.rf.a495944a7665a953d0768ddb5ffffd93.jpg,test\Rotten\IMG_20231116_114132_1_jpg.rf.a495944a7665a953d0768ddb5ffffd93.jpg,rotten,rotten,Correct,0.9999320507,99.993205,0.0000679213,0.006792,0.9999320507,99.993205
269,rottenApple (444).jpg,test\Rotten\rottenApple (444).jpg,rotten,rotten,Correct,0.9999989271,99.999893,0.0000010482,0.000105,0.9999989271,99.999893
270,jeruk_busuk (301).png,test\Rotten\jeruk_busuk (301).png,rotten,rotten,Correct,0.9999998808,99.999988,0.0000001174,0.000012,0.9999998808,99.999988
271,rottenOrange (333).jpg,test\Rotten\rottenOrange (333).jpg,rotten,fresh,Incorrect,0.7930356264,79.303563,0.7930356264,79.303563,0.2069643885,20.696439
272,tomat_busuk (476).jpg,test\Rotten\tomat_busuk (476).jpg,rotten,rotten,Correct,0.9976679683,99.766797,0.0023319519,0.233195,0.9976679683,99.766797
273,saltandpepper_Screen Shot 2018-06-12 at 8.50.40 PM.png,test\Rotten\saltandpepper_Screen Shot 2018-06-12 at 8.50.40 PM.png,rotten,rotten,Correct,0.9970239997,99.702400,0.0029759875,0.297599,0.9970239997,99.702400
274,a_r028.png,test\Rotten\a_r028.png,rotten,rotten,Correct,0.9999994040,99.999940,0.0000005698,0.000057,0.9999994040,99.999940
275,rottenPepper (595).jpg,test\Rotten\rottenPepper (595).jpg,rotten,rotten,Correct,0.6663104892,66.631049,0.3336894512,33.368945,0.6663104892,66.631049
276,Screen Shot 2018-06-12 at 8.53.47 PM.png,test\Rotten\Screen Shot 2018-06-12 at 8.53.47 PM.png,rotten,rotten,Correct,1.0000000000,100.000000,0.0000000411,0.000004,1.0000000000,100.000000
277,jeruk_busuk (675).png,test\Rotten\jeruk_busuk (675).png,rotten,rotten,Correct,1.0000000000,100.000000,0.0000000557,0.000006,1.0000000000,100.000000
278,p_r796.png,test\Rotten\p_r796.png,rotten,fresh,Incorrect,0.7462446690,74.624467,0.7462446690,74.624467,0.2537553012,25.375530
279,Copy of IMG_20200801_191339.jpg_0_4754.jpg,test\Rotten\Copy of IMG_20200801_191339.jpg_0_4754.jpg,rotten,rotten,Correct,0.9999885559,99.998856,0.0000114409,0.001144,0.9999885559,99.998856
280,c_r165.png,test\Rotten\c_r165.png,rotten,rotten,Correct,0.9311470389,93.114704,0.0688529685,6.885297,0.9311470389,93.114704
